area;bedrooms;bathrooms;stories;mainroad;guestroom;basement;hotwaterheating;airconditioning;parking;prefarea;furnishingstatus;price
3480;4;1;2;0;0;0;0;0;1;0;1;3,29E+06
3792;4;1;2;1;0;0;0;0;0;0;1;3,29E+06
4040;2;1;1;1;0;0;0;0;0;0;0;3,29E+06
2145;3;1;2;1;0;1;0;0;0;1;2;3,29E+06
5880;3;1;1;1;0;0;0;0;1;0;0;3,29E+06
4500;2;1;1;0;0;0;0;0;0;0;1;3,26E+06
3930;2;1;1;0;0;0;0;0;0;0;0;3,26E+06
3640;4;1;2;1;0;1;0;0;0;0;0;3,23E+06
4370;3;1;2;1;0;0;0;0;0;0;0;3,22E+06
2684;2;1;1;1;0;0;0;1;1;0;0;3,22E+06
4320;3;1;1;0;0;0;0;0;1;0;0;3,22E+06
3120;3;1;2;0;0;0;0;0;0;0;2;3,22E+06
3450;1;1;1;1;0;0;0;0;0;0;2;3,15E+06
3986;2;2;1;0;1;1;0;0;1;0;0;3,15E+06
3500;2;1;1;0;0;1;0;0;0;0;1;3,15E+06
4095;2;1;1;1;0;0;0;0;2;0;1;3,15E+06
1650;3;1;2;0;0;1;0;0;0;0;0;3,15E+06
3450;3;1;2;1;0;1;0;0;0;0;1;3,15E+06
6750;2;1;1;1;0;0;0;0;0;0;1;3,15E+06
9000;3;1;2;1;0;0;0;0;2;0;1;3,15E+06
3069;2;1;1;1;0;0;0;0;1;0;0;3,15E+06
4500;3;1;2;1;0;0;0;1;0;0;0;3,14E+06
5495;3;1;1;1;0;1;0;0;0;0;0;3,13E+06
2398;3;1;1;1;0;0;0;0;0;1;1;3,12E+06
3000;3;1;1;0;0;0;0;1;0;0;0;3,12E+06
3850;3;1;2;1;0;0;0;0;0;0;0;3,12E+06
3500;2;1;1;1;0;0;0;0;0;0;0;3,12E+06
8100;2;1;1;1;0;0;0;0;1;0;0;3,09E+06
4960;2;1;1;1;0;1;0;1;0;0;0;3,08E+06
2160;3;1;2;0;0;1;0;0;0;0;1;3,08E+06
3090;2;1;1;1;1;1;0;0;0;0;0;3,08E+06
4500;2;1;2;1;0;0;1;0;1;0;1;3,08E+06
3800;2;1;1;1;0;0;0;0;0;0;0;3,05E+06
3090;3;1;2;0;0;0;0;0;0;0;1;3,01E+06
3240;3;1;2;1;0;0;0;0;2;0;1;3,01E+06
2835;2;1;1;1;0;0;0;0;0;0;1;3,01E+06
4600;2;1;1;1;0;0;0;0;0;0;2;3,01E+06
5076;3;1;1;0;0;0;0;0;0;0;0;3,01E+06
3750;3;1;2;1;0;0;0;0;0;0;0;3,01E+06
3630;4;1;2;1;0;0;0;0;3;0;1;3,01E+06
8050;2;1;1;1;0;0;0;0;0;0;0;3,00E+06
4352;4;1;2;0;0;0;0;0;1;0;0;2,98E+06
3000;2;1;2;1;0;0;0;0;0;0;1;2,96E+06
5850;3;1;2;1;0;1;0;0;1;0;0;2,94E+06
4960;2;1;1;1;0;0;0;0;0;0;0;2,94E+06
3600;3;1;2;0;0;0;0;0;1;0;0;2,94E+06
3660;4;1;2;0;0;0;0;0;0;0;0;2,94E+06
3480;3;1;2;0;0;0;0;0;1;0;1;2,94E+06
2700;2;1;1;0;0;0;0;0;0;0;2;2,94E+06
3150;3;1;2;0;0;0;0;0;0;0;0;2,94E+06
6615;3;1;2;1;0;0;0;0;0;0;1;2,94E+06
3040;2;1;1;0;0;0;0;0;0;0;0;2,87E+06
3630;2;1;1;1;0;0;0;0;0;0;0;2,87E+06
6000;2;1;1;1;0;0;0;0;0;0;1;2,87E+06
5400;4;1;2;1;0;0;0;0;0;0;0;2,87E+06
5200;4;1;3;1;0;0;0;0;0;0;0;2,85E+06
3300;3;1;2;0;0;0;0;0;1;0;1;2,84E+06
4350;3;1;2;0;0;0;1;0;1;0;0;2,84E+06
2640;2;1;1;0;0;0;0;0;1;0;2;2,84E+06
2650;3;1;2;1;0;1;0;0;1;0;0;2,80E+06
3960;3;1;1;1;0;0;0;0;0;0;2;2,80E+06
6800;2;1;1;1;0;0;0;0;0;0;0;2,73E+06
4000;3;1;2;1;0;0;0;0;1;0;0;2,73E+06
4000;2;1;1;1;0;0;0;0;0;0;0;2,70E+06
3934;2;1;1;1;0;0;0;0;0;0;0;2,66E+06
2000;2;1;2;1;0;0;0;0;0;0;1;2,66E+06
3630;3;3;2;0;1;0;0;0;0;0;0;2,66E+06
2800;3;1;1;1;0;0;0;0;0;0;0;2,66E+06
2430;3;1;1;0;0;0;0;0;0;0;0;2,66E+06
3480;2;1;1;1;0;0;0;0;1;0;1;2,66E+06
4000;3;1;1;1;0;0;0;0;0;0;1;2,66E+06
3185;2;1;1;1;0;0;0;1;0;0;0;2,65E+06
4000;3;1;2;1;0;0;0;1;0;0;0;2,65E+06
2910;2;1;1;0;0;0;0;0;0;0;0;2,60E+06
3600;2;1;1;1;0;0;0;0;0;0;0;2,59E+06
4400;2;1;1;1;0;0;0;0;0;0;0;2,59E+06
3600;2;2;2;1;0;1;0;0;1;0;2;2,59E+06
2880;3;1;1;0;0;0;0;0;0;0;0;2,52E+06
3180;3;1;1;0;0;0;0;0;0;0;0;2,52E+06
3000;2;1;2;1;0;0;0;0;0;0;2;2,52E+06
4400;3;1;2;1;0;0;0;0;0;0;0;2,49E+06
3000;3;1;2;0;0;0;0;0;0;0;1;2,49E+06
3210;3;1;2;1;0;1;0;0;0;0;0;2,45E+06
3240;2;1;1;0;1;0;0;0;1;0;0;2,45E+06
3000;2;1;1;1;0;0;0;0;1;0;0;2,45E+06
3500;2;1;1;1;1;0;0;0;0;0;0;2,45E+06
4840;2;1;2;1;0;0;0;0;0;0;0;2,45E+06
7700;2;1;1;1;0;0;0;0;0;0;0;2,45E+06
3635;2;1;1;0;0;0;0;0;0;0;0;2,41E+06
2475;3;1;2;1;0;0;0;0;0;0;2;2,38E+06
2787;4;2;2;1;0;0;0;0;0;0;2;2,38E+06
3264;2;1;1;1;0;0;0;0;0;0;0;2,38E+06
3640;2;1;1;1;0;0;0;0;0;0;0;2,35E+06
3180;2;1;1;1;0;0;0;0;0;0;0;2,31E+06
1836;2;1;1;0;0;1;0;0;0;0;1;2,28E+06
3970;1;1;1;0;0;0;0;0;0;0;0;2,28E+06
3970;3;1;2;1;0;1;0;0;0;0;0;2,28E+06
1950;3;1;1;0;0;0;1;0;0;0;0;2,24E+06
5300;3;1;1;0;0;0;0;1;0;1;0;2,23E+06
3000;2;1;1;0;0;0;0;0;0;0;0;2,14E+06
2400;3;1;2;1;0;0;0;0;0;0;0;2,10E+06
3000;4;1;2;1;0;0;0;0;0;0;0;2,10E+06
3360;2;1;1;1;0;0;0;0;1;0;0;2,10E+06
3420;5;1;2;0;0;0;0;0;0;0;0;1,96E+06
1700;3;1;2;1;0;0;0;0;0;0;0;1,89E+06
3649;2;1;1;1;0;0;0;0;0;0;0;1,89E+06
2990;2;1;1;0;0;0;0;0;1;0;0;1,86E+06
3000;2;1;1;1;0;1;0;0;2;0;0;1,82E+06
2400;3;1;1;0;0;0;0;0;0;0;1;1,77E+06
3620;2;1;1;1;0;0;0;0;0;0;0;1,75E+06
2910;3;1;1;0;0;0;0;0;0;0;2;1,75E+06
3850;3;1;2;1;0;0;0;0;0;0;0;1,75E+06
